SPECIES;ACCESION.NUMBER;PLM ;PLS;FTWM;FTWS;STWM;STWS;LLM;LLS;FTLM;FTLS;STLM;STLS;MLWM;MLWS;WMPM;WMPS;DLBMWM;DLBMWS;DLAUM;DLAUS;TLWM;TLWS;NTM;NTS
V.austriaca jacquinii;SALA124604;0;0;79;88;114;107;1569;1523;585;456;865;489;1173;634;787;499;604;614;504;477;207;181;400;400
V.austriaca jacquinii;SALA124605(1);0;0;1.52;1.2;2.82;1.26;23.02;25;11.77;4.54;14.52;7.98;20.99;6.77;15.37;5.65;7.62;11.56;6.05;3.91;2.16;1.83;5;6
V.austriaca jacquinii;SALA124605(2);0;0;1.72;0.53;1.48;1.16;19.53;22.4;7.78;5.69;7.58;8.28;10.57;8.77;9.96;7.52;13.67;10.08;4.71;4.79;1.4;1.65;5;5
V.austriaca jacquinii;SALA124605(3);0;0;0.87;0.43;1.69;0.9;19.1;15.26;6.5;1.87;10.3;4.14;11.12;4.63;9.69;3.89;8.09;5.38;3.33;4.25;1.33;1.79;5;4
V.austriaca jacquinii;SALA124605;0;0;137;72;200;111;2055;2089;868;403;1080;680;1423;672;1167;569;979;901;470;432;163;176;500;500
V.austriaca jacquinii;SALA124606(1);0;;0.77;;1.3;;15.72;;3.39;;6.3;;11.88;;10.55;;7.6;;2.24;;1.93;;6;
V.austriaca jacquinii;SALA124606(2);0;0;0.99;0.41;1.04;0.64;17.18;15.2;10.81;2.14;9.06;2.66;10.29;4.77;9.8;4.66;9.34;6.59;2.31;3.76;1.26;1.12;4;3
V.austriaca jacquinii;SALA124606(3);0;0;0.55;0.8;1.03;1.63;13.2;14.05;8.19;1.83;8.41;2.94;12.03;3.58;11.43;3.16;6.35;7.8;1.61;3.87;0.64;1.24;4;4
V.austriaca jacquinii;SALA124606;0;0;77;61;112;114;1537;1463;746;199;792;280;1140;418;1059;391;776;720;205;382;128;118;467;350
V.austriaca jacquinii;SALA124564(1);0;0;1.75;1.15;3.01;0.8;28.17;20.93;10.04;3.53;5.71;2.21;17.11;9.24;17.11;6.83;14.34;6.12;7.19;5.75;5.29;3.48;3;4
V.austriaca jacquinii;SALA124564(2);0;0;1.49;0.6;2.39;1.17;14.13;18.93;3.53;0.73;3.98;1.41;10.09;5.74;9.46;4.29;5.83;7.17;2.16;5.08;2.22;2.61;7;6
V.austriaca jacquinii;SALA124564(3);1.36;0;1.41;1.49;1.53;2.47;14.71;23.16;5.47;5.3;7.79;4.53;9.96;12.78;9.76;12.25;6.71;10.49;2.86;6.22;2.97;4.25;3;3
V.austriaca jacquinii;SALA124564;45;0;155;108;231;148;1900;2101;635;319;583;272;1239;925;1211;779;896;793;407;568;349;345;433;433
V.austriaca jacquinii;SALA124608(1);0;0;1.58;0.99;1.81;0.95;27.65;20.84;2.97;0.77;3.2;1.76;10.94;4.82;8.09;2.84;6.4;6.19;5.15;9.36;2.63;2.89;4;3
V.austriaca jacquinii;SALA124608(2);0;0;3.35;0.5;2.52;0.72;30.26;27.66;8.89;0.57;8.48;0.73;19.05;3.75;14.88;2.7;7.64;11.58;6.11;9.9;2.74;2.94;5;2
V.austriaca jacquinii;SALA124608(3);0;;2.24;;0.83;;35.29;;3.81;;4.42;;14.56;;11.02;;8.45;;7.75;;3.29;;7;
V.austriaca jacquinii;SALA124608;0;0;239;75;172;84;3107;2425;522;67;537;125;1485;429;1133;277;750;889;634;963;289;292;533;250
V.austriaca jacquinii;K/Rechinger & Scheffer/26-VII-1933(1);0;0;0.66;0.98;0.82;1.38;15.36;25.57;6.3;4.73;9.25;3.57;14.55;8.66;13.85;8.21;1.67;14.34;3.53;7.88;1.45;1.97;4;2
V.austriaca jacquinii;K/Rechinger & Scheffer/26-VII-1933(2);0;1.67;0.65;1.47;0.82;1;13.37;17.51;8.04;6.22;9.35;3.45;13.47;8.36;10.69;8.07;3.51;8.95;3.77;6.65;1.25;1.21;5;2
V.austriaca jacquinii;K/Rechinger & Scheffer/26-VII-1933;0;84;66;123;82;119;1437;2154;717;548;930;351;1401;851;1227;814;259;1165;365;727;135;159;450;200
V.crinita;SALA149244(1);0;0;0.55;0.32;0.71;0.47;16.07;15.68;0.5;0.19;0.58;0.42;6.2;3.29;6.07;1.79;7.15;6.05;1.78;1.55;1.57;1.44;13;12
V.crinita;SALA149244(2);0;0;0.28;0.39;0.54;0.84;14.37;12.65;0.27;0.25;0.32;0.48;7.25;3.54;6.4;3.31;6.01;7;1.67;1.23;1.82;1.54;11;9
V.crinita;SALA149244(3);0.58;0.49;0.58;0.43;0.61;0.67;20.31;18.99;0.32;0.28;0.36;0.47;9.72;3.8;8.08;3.04;5.99;7.41;1.23;3;1.59;2.06;15;12
V.crinita;SALA149244;19;16;47;38;62;66;1692;1577;36;24;42;46;772;354;685;271;638;682;156;193;166;168;1300;1100
V.crinita;PRC/Fiala2/1892(1);0;;0.76;;0.85;;19;;0.58;;0.87;;8.76;;7.81;;5.31;;1.47;;2.78;;11;
V.crinita;PRC/Fiala2/1892(2);0;0.26;0.91;0.41;0.87;0.53;19.44;17.17;0.76;0.41;0.54;0.55;9.78;5.74;7.2;4.92;5.41;7.32;1.41;1.84;2.6;1.76;14;12
V.crinita;PRC/Fiala2/1892;0;26;84;41;86;53;1922;1717;67;41;71;55;927;574;751;492;536;732;144;184;269;176;1250;1200
V.crinita;PRC/Fiala1/1892(1);0;0;0.48;0.32;0.49;0.24;26.25;27.4;0.31;0.17;0.46;0.2;9.58;3.64;8.39;3.03;12.37;18.64;2.35;1.28;2.45;1.89;18;14
V.crinita;PRC/Fiala1/1892(2);0.77;0;0.45;0.84;0.48;0.72;22.02;21.64;0.38;0.74;0.34;0.79;9.51;7.21;8.48;6.57;4.57;9.1;3.02;2.15;3.39;2.28;13;13
V.crinita;PRC/Fiala1/1892(3);0.64;0.89;0.91;0.45;0.68;0.58;17.62;17.34;1.02;0.49;0.6;0.37;10.26;3.41;8.15;3.2;3.2;7.1;0.92;3.56;1.87;1.78;10;7
V.crinita;PRC/Fiala1/1892;47;30;61;54;55;51;2196;2213;57;47;47;45;978;475;834;427;671;1161;210;233;257;198;1367;1133
V.crinita;SALA149290(1);0;0;0.59;0.39;0.85;0.38;28.15;10.21;0.62;0.24;0.82;0.34;16.22;3.7;12.46;3.36;9.01;7.88;1.16;1.03;2.16;1.39;21;13
V.crinita;SALA149290(2);0.92;;0.55;;0.84;;21.87;;0.7;;0.85;;11.6;;10.34;;9.3;;1.82;;4.28;;12;
V.crinita;SALA149290(3);0;;0.76;;0.94;;26.27;;0.69;;0.99;;12.89;;12.45;;9.9;;2.56;;5.83;;13;
V.crinita;SALA149290;30.67;0;63.33;39;87.67;38;2543;1021;67;24;88.67;34;1357;370;1175;336;940.33;788;184.67;103;409;139;1533.33;1300
V.crinita;SALA149288(1);0;0;0.39;0.64;0.44;0.4;19.37;12.66;0.45;0.27;0.53;0.33;12.78;2.5;5.21;1.97;11.46;4.84;2.09;0.73;1.66;0.67;17;12
V.crinita;SALA149288(2);0;0;0.81;0.57;1.08;0.4;18.57;19.27;0.64;0.43;1.02;0.27;12.5;4.41;8.23;3.98;6.03;7.88;1.15;2.99;1.2;1.78;14;10
V.crinita;SALA149288(3);0;0;0.46;0.38;1.13;0.54;19.37;17.06;0.75;0.43;0.68;0.35;7.82;3.69;6.52;3.21;6.15;3.78;1.18;3.38;1.83;1.5;9;9
V.crinita;SALA149288;0;0;55;53;88;45;1910;1633;61;38;74;32;1103;353;665;305;788;550;147;237;156;132;1333;1033
V.crinita;SALA149037(1);0.76;0.49;0.85;0.32;0.58;0.56;20.9;14.22;1;0.28;1.07;0.38;13.17;6.63;11.18;6.31;7.04;6.34;2.26;1.02;4.03;1.49;12;8
V.crinita;SALA149037(2);1.24;;0.89;;1.12;;19.73;;0.98;;1.36;;10.81;;10.13;;5.21;;1.23;;1.69;;12;
V.crinita;SALA149037(3);1.06;;1.2;;1.1;;22.35;;1.35;;1.58;;13.51;;12.46;;8.14;;1.43;;2.65;;11;
V.crinita;SALA149037;102;49;98;32;93;56;2099;1422;111;28;134;38;1250;663;1126;631;680;634;164;102;279;149;1167;800
V.crinita;SALA149038;0.26;0.51;0.7;0.35;0.81;0.39;18.58;14.41;0.86;0.56;0.96;0.39;11.87;8.7;9.03;7.06;4.53;3.21;0.85;1.95;2.22;2.18;14;16
V.crinita;SALA149038(1);0.49;0.73;1.28;0.74;0.73;1.18;29.49;28.66;2.04;1.41;0.86;2.05;19.74;18.25;15.9;14.29;6.78;4.07;0.82;2.77;1.44;4.26;16;18
V.crinita;SALA149038(2);0.85;;0.54;;0.92;;21.37;;0.61;;1.2;;13.64;;12.7;;5.75;;0.56;;2.74;;11;
V.crinita;SALA149038(3);0.5;0;0.61;0.42;0.62;0.57;20.93;13.29;1.18;0.6;1.5;1.17;15.99;7.68;11.56;5.58;1.84;3.23;0.67;1.44;2.14;2.23;17;12
V.crinita;SALA149038;42;41;86;50;72;71;2300;1879;136;86;111;120;1587;1154;1216;898;438;350;78;205;193;289;1567;1533
V.crinita;SALA149289(1);0.48;;0.36;;0.9;;13.69;;0.51;;0.98;;7.53;;6.43;;4.58;;1.45;;1.85;;9;
V.crinita;SALA149289(2);0.52;0.31;0.35;0.27;0.86;0.32;24.15;14.14;0.66;0.35;0.39;0.32;12.35;4.78;9.9;4.4;5.15;7.77;1.17;1.68;2.82;1.63;14;12
V.crinita;SALA149289(3);0.64;0.46;0.6;0.28;0.73;0.62;19.87;17.5;0.63;0.47;0.75;1.29;11.08;9.02;10.29;7.73;7.54;6.69;1.6;2.36;2.79;1.89;12;15
V.crinita;SALA149289;55;39;44;28;83;47;1924;1582;60;41;71;81;1032;690;887;607;576;723;141;202;249;176;1167;1350
V.crinita;PCR455004(1);0;0.54;1.38;0.4;1.29;0.56;19.71;22.04;1.12;0.3;0.94;0.3;9.23;5.72;7.37;5.07;5.97;8.16;1.14;3.07;1.57;2.3;15;12
V.crinita;PCR455004(2);0.31;0;0.76;0.22;0.52;0.5;20.71;22.33;0.51;0.25;0.46;0.49;8.22;4.52;7.06;4.52;4.73;11.16;1.52;1.9;1.28;1.29;15;12
V.crinita;PCR455004(3);0;0.42;0.55;0.51;0.51;0.45;25.32;26.81;0.79;0.38;0.49;0.35;10.31;5.63;6.45;4.28;6.54;9.64;2.43;1.03;1.97;1.05;15;17
V.crinita;PCR455004;10;32;90;38;77;50;2191;2373;81;31;63;38;925;529;696;462;575;965;170;200;161;155;1500;1367
V.kindlii;SALA157013(1);0.92;0;0.54;0.38;0.33;0;14.02;10.93;0.21;0.37;0.1;0;4.34;1.81;4.18;1.59;8.32;6.25;2.37;4.01;2.69;1.56;3;1
V.kindlii;SALA157013(2);0.46;0;0.66;0.36;0.7;0.41;12.21;10.45;0.25;0.28;0.41;0.29;5.29;2.06;4.94;1.91;8.25;7.19;1.05;1.41;1.86;1.45;4;2
V.kindlii;SALA157013(3);0;0;0.39;0.69;0.47;0;12.84;11.46;0.33;0.6;0.33;0;4.59;2.8;4.54;2.63;8.77;5.24;1.19;2.94;1.53;1.66;8;1
V.kindlii;SALA157013;46;0;53;48;50;14;1302;1095;26;42;28;10;474;222;455;204;845;623;154;279;203;156;500;133
V.kindlii;SALA157011(1);0.56;0;0.5;0.21;0.58;0.27;11.72;10.04;0.21;0.06;0.21;0.07;5.84;2.77;5.66;2.77;4.58;5.02;1.04;2.03;2.51;1.96;5;2
V.kindlii;SALA157011(2);0.68;1.79;0.84;0.16;1.18;0.19;14.28;13.93;0.38;0.08;0.5;0.21;8.14;3.62;7.66;2.82;6.42;8.87;2.04;1.87;4.03;2.51;5;4
V.kindlii;SALA157011(3);0;0;0.36;0.48;0.33;0.67;12.69;14.17;0.22;0.28;0.2;0.25;4.47;3.35;3.99;2.94;3.43;8.39;1.7;2.68;1.96;2.03;8;3
V.kindlii;SALA157011;41;60;57;28;70;38;1290;1271;27;14;30;18;615;325;577;284;481;743;159;219;283;217;600;300
V.kindlii;SALA157012(1);0.49;0;0.3;0;0.24;0;9.79;10.71;0.18;0;0.15;0;3.24;1.87;2.95;1.46;7.45;6.71;2.74;0;2.66;0;4;0
V.kindlii;SALA157012(2);0;0;0.2;0.17;0.35;0.62;9.6;16.29;0.13;0.21;0.23;0.29;4.27;4.59;3.9;4.36;7.09;10.79;1.22;2.27;2.46;2.18;4;5
V.kindlii;SALA157012(3);0;0;0.6;0.39;0.45;0.55;12.91;13.28;0.23;0.19;0.51;0.32;4.3;2.68;3.75;2.46;9.61;10.32;1.54;2.35;2.64;2.29;5;5
V.kindlii;SALA157012;16;0;37;19;35;39;1077;1343;18;13;30;20;394;305;353;276;805;927;183;154;259;149;433;333
V.kindlii;SALA149346(1);0;0.49;0.76;0.58;0.83;0;17.83;13.64;0.41;0.45;0.59;0;4.91;2.19;4.15;2.19;7.05;6.82;2.67;1.95;2.08;1.41;4;1
V.kindlii;SALA149346(2);0;0;0.49;0.27;0.71;0.5;17;17.83;0.65;;0.88;0.43;5.08;3.09;4.91;2.52;5.25;7.07;2.67;4.05;2.25;2.21;4;5
V.kindlii;SALA149346(3);0.43;3.04;0.65;0.46;0.81;0.37;19.47;17.95;0.58;0.45;0.72;0.42;6.05;4.38;4.08;3.58;6.66;10.1;1.56;3.02;1.58;2.84;7;6
V.kindlii;SALA149346;14;118;63;44;78;29;1810;1647;55;45;73;28;535;322;438;276;632;800;230;301;197;215;500;400
V.kindlii;SALA149277(1);0;0.62;0.51;0;0.43;0;16.03;14.5;0.61;0;0.52;0;5.28;1.22;4.21;0.97;5.73;2.66;2.51;0;1.55;0;6;0
V.kindlii;SALA149277(2);0;1.75;0.62;0;0.36;0;20.69;11.16;0.69;0;0.25;0;3.36;1.78;3.19;1.25;9.14;3.6;3.8;0;2.18;0;6;0
V.kindlii;SALA149277(3);0;0.6;0.4;0.32;0.51;0.32;15.68;16.07;0.38;0.21;0.43;0.24;3.65;2.76;3.42;2.33;9.65;10.82;2.64;3.35;2.04;1.74;4;2
V.kindlii;SALA149277;0;99;51;11;43;11;1747;1391;56;7;40;8;410;192;361;152;817;569;298;112;192;58;533;67
V.kindlii;SALA149279(1);0.43;0.42;0.42;0.46;0.84;0;12.08;12.36;0.51;0.5;0.63;0;5.46;2.15;5.11;2;4.98;3.08;1.4;1.29;2.06;1.06;5;1
V.kindlii;SALA149279(2);0;0;0.92;0.29;0.61;0.5;18.99;11.09;0.64;0.23;0.97;0.3;6.24;3.57;5.69;3.03;10.01;7.35;1.09;1.91;2.16;2.45;8;2
V.kindlii;SALA149279(3);0.41;0;0.35;0.37;0.46;0.28;14.54;11.47;0.48;0.3;0.33;0.38;6.74;2.94;6.14;2.53;6.41;7.31;3.27;1.56;3.83;1.41;7;2
V.kindlii;SALA149279;28;14;56;37;64;26;1520;1164;54;34;64;23;615;289;565;252;713;591;192;159;268;164;667;167
V.kindlii;SALA149278(1);0.73;0.61;0.46;0.33;0.48;0.54;12.47;12.61;0.51;0.25;0.43;0.57;4.12;2.96;3.93;2.13;10.22;9.16;0.99;1.4;2.25;1.39;6;3
V.kindlii;SALA149278(2);0.82;0;0.29;0.41;0.2;0;10.59;10.8;0.26;0.32;0.24;0;3.99;2.67;3.76;2.62;6.82;4.91;1.66;2.4;2.07;2.04;4;1
V.kindlii;SALA149278(3);0.62;0.3;0.42;0;0.75;0;13.64;10.74;0.64;0;0.83;0;4.33;2.37;3.81;2.31;7.73;4.29;1.93;0;1.69;0;6;0
V.kindlii;SALA149278;72;30;39;25;48;18;1223;1138;47;19;50;19;415;267;383;235;826;612;153;127;200;114;533;133
V.kindlii;SALA149282(1);0.56;;0;;0;;8.58;;0;;0;;1.52;;1.31;;6.25;;0;;0;;0;
V.kindlii;SALA149282(2);0.89;0.29;0.31;0;0.23;0;8.92;6.59;0.4;0;0.23;0;1.5;0.98;1.44;0.85;2.75;4.5;1.22;0;0.87;0;2;0
V.kindlii;SALA149282(3);0.55;0;0.47;0;0.33;0;8.91;6.01;0.38;0;0.26;0;1.88;1.42;1.7;1.26;5.37;1.35;1.6;0;0.99;0;2;0
V.kindlii;SALA149282;67;15;26;0;19;0;880;630;26;0;16;0;163;120;148;106;479;293;94;0;62;0;133;0
V.linearis;SALA153001(1);0;0.64;0.56;0;0;0;15.03;13.5;0.39;0;0;0;1.14;1.27;1.89;1.05;12.98;10.11;1.11;0;1.03;0;1;0
V.linearis;SALA153001(2);0;0;0.31;0;0.36;0;12.1;13.26;0.15;0;0.17;0;2.13;1.6;1.67;1.48;9.91;11.2;1.07;0;1.24;0;3;0
V.linearis;SALA153001(3);0;0;0.31;0;0.33;0;16.86;18.77;0.21;0;0.15;0;2.38;1.69;1.53;1.43;14.99;11.16;0.79;0;0.92;0;3;0
V.linearis;SALA153001;0;21;39;0;23;0;1466;1518;25;0;11;0;188;152;170;132;1263;1082;99;0;106;0;233;0
V.linearis;DR041947(1);;0.82;;0;;0;;11.32;;0;;0;;2.06;;1.69;;8.37;;0;;0;;0
V.linearis;DR041947(2);0;0;0;0;0;0;11.9;17.02;0;0;0;0;3.31;2.52;3.31;2.42;5.95;11.08;0;0;0;0;0;0
V.linearis;DR041947(3);0;0;0.35;0;0;0;10.46;12.93;0.18;0;0;0;2.38;1.86;1.72;1.54;7.73;8.76;1.38;0;0.84;0;1;0
V.linearis;DR041947;0;27;18;0;0;0;1118;1376;9;0;0;0;285;215;252;188;684;940;69;0;42;0;50;0
V.orbiculata;RNG/Halliday/15-IV-1972(1);0.79;0.71;1.02;0.44;0.89;0.41;12.83;15.78;2.93;1.62;2.54;1.08;5.54;2.78;4.76;1.39;6.29;7.12;1.71;2.76;1.64;0.83;3;2
V.orbiculata;RNG/Halliday/15-IV-1972(2);0.99;0;0.53;0.4;0.38;;10.99;9.7;3.92;3.16;3.78;0.94;5.04;3.47;4.91;2.84;5.76;5.88;2.16;3.57;1.8;1.5;4;2
V.orbiculata;RNG/Halliday/15-IV-1972(3);0;0.69;0.53;0.5;0.8;0.56;12.19;16.46;6.46;3.77;5.13;1.57;6.7;3.74;4.85;2.81;7.97;4.37;3.11;8.43;1.4;1.78;3;2
V.orbiculata;RNG/Halliday/15-IV-1972;59;47;69;45;69;49;1200;1398;444;285;382;120;576;333;484;235;667;579;233;492;161;137;333;200
V.orbiculata;BM68701(1);0;0;0.96;0.55;0.54;0;13.22;11.48;1.62;0.42;0.44;0;4.78;0.98;2.71;0.93;4.2;6.19;1.72;4.03;1.16;0.96;4;1
V.orbiculata;BM68701(2);1.24;1.29;0.37;0.55;0.5;0.53;12.9;11.97;2.59;0.37;2.78;0.77;5.37;1.8;3.8;1.05;5.3;8.81;1.27;1.27;1.13;0.83;4;2
V.orbiculata;BM68701(3);1.18;0;0.51;0.83;0.71;0;11.71;12.42;4.11;2.36;2.42;0;5.22;2.55;4.2;2.01;4.21;8.16;1.11;4.02;1.49;1.42;5;1
V.orbiculata;BM68701;81;43;61;64;58;18;1261;1196;277;105;188;26;512;178;357;133;457;772;137;311;126;107;433;133
V.orbiculata;K/Raap/1895(1);0.84;0;0.29;0;0.62;0;12.81;15.52;3.05;0;2.37;0;4.77;0.83;3.09;0.73;7.85;8;1.4;;1.5;;6;0
V.orbiculata;K/Raap/1895(2);1.47;0.93;0.5;0.69;0.49;0.24;12.11;17.16;3.77;1.27;2.37;0.42;4.05;2.02;2.91;0.92;4.92;2.38;1.58;3.39;1.79;1.29;3;3
V.orbiculata;K/Raap/1895(3);0;0;0.78;0.88;0.66;0;16.03;23.39;4.77;1.09;0.89;0;4.01;1.75;3.29;1.39;9.75;6.56;3.15;;2.65;;3;1
V.orbiculata;K/Raap/1895;77;31;52;52;59;8;1365;1869;386;79;188;14;428;153;310;101;751;565;204;339;198;129;400;133
V.orbiculata;B147196-192(1);1.37;0;0.38;0;0.56;0;19.72;18.31;2.36;0;6.09;0;6.48;1.07;3.95;0.83;9.68;10.66;1.81;;1.06;;7;0
V.orbiculata;B147196-192(2);1.22;3.56;0.37;0.37;0.35;0.5;0.28;24.74;6.55;1.69;2.02;0.6;7.21;2.32;5.56;1.32;17.94;18.09;3.28;7.49;1.69;1.26;6;4
V.orbiculata;B147196-192(3);0.82;1.04;0.9;0.4;1.3;0.44;19.29;23.38;3;2.41;0.74;1.57;4.51;2.48;3.89;1.73;10.67;12.64;3.38;5.17;1.57;1.63;5;5
V.orbiculata;B147196-192;114;153;55;26;74;31;1310;2214;397;137;295;72;607;196;447;129;1276;1380;282;633;144;145;600;300
V.orbiculata;SALA124585(1);0.5;0.61;0.81;0.49;1.3;0.59;11.14;14.85;2.38;0.71;1.29;0.89;4.82;1.56;3.63;0.96;4.63;4.15;2.13;9.66;1.95;1.01;4;2
V.orbiculata;SALA124585(2);0.69;;0.47;0.69;0.72;0.42;9.15;13.43;1.86;0.89;1.57;1.29;3.85;2.53;3.15;1.83;3.27;5.54;2.1;3.36;1.96;1.44;3;2
V.orbiculata;SALA124585(3);0.55;0.88;0.63;0.5;1.09;0.43;9.98;13.43;1.07;0.69;2.49;1.15;6.15;3.6;3.78;2.21;3.51;5.02;1.89;7.76;1.68;2.37;4;4
V.orbiculata;SALA124585;58;75;64;56;104;48;1009;1390;177;76;178;111;494;256;352;167;380;490;204;693;186;161;367;267
V.orbiculata;SALA124587(1);1.26;0;0.91;0;0.5;0;16.38;17.92;0.83;0;3.69;0;5;1.34;3.41;1.25;5.24;9.05;3.31;;1.46;;5;0
V.orbiculata;SALA124587(2);1.41;0;0.67;0.38;0.75;0.44;11.65;9.65;1.45;0.16;0.59;0.3;3.02;1.33;2.26;1.25;5.78;5.68;2.1;3.21;1.27;1.28;3;4
V.orbiculata;SALA124587(3);1.19;0;0.52;0.58;0.92;0.52;8.29;11.29;1.47;0.82;1.17;0.83;3.6;1.74;3.03;1.49;5.63;6.07;1.53;5.08;1.35;0.84;3;2
V.orbiculata;SALA124587;129;0;70;32;72;32;1211;1295;125;33;182;38;387;147;290;133;555;693;231;415;136;106;367;200
V.orbiculata;SALA124586(1);0;0;0.52;0;0.52;0;7.53;11.61;0.54;0;0.63;0;2.7;1.17;1.6;1.01;3.18;4.64;1.89;;1.12;;3;0
V.orbiculata;SALA124586(2);0;0;0.89;0.62;0.64;0.52;9.05;14.18;0.95;1.01;0.92;0.76;3.21;1.54;2.73;0.94;5.19;4.17;1.11;5.74;1.18;0.92;4;3
V.orbiculata;SALA124586(3);0;0;0.67;0.46;0.64;0.46;8.63;15.08;0.35;0.24;0.5;0.35;2.51;2.04;1.95;1.68;5.07;9.91;1.8;5.68;1.01;1.41;3;2
V.orbiculata;SALA124586;0;0;69;36;60;33;840;1362;61;42;68;37;281;158;209;121;448;624;160;571;110;117;333;167
V.orbiculata;SALA149295(1);0;0;0.41;0.45;0.62;0.49;16.22;17.82;0.83;1.25;1.35;0.84;5.62;2.44;4.51;1.61;11.92;8.33;1.67;6.53;1.42;1.64;5;2
V.orbiculata;SALA149295(2);1.81;0.4;0.4;0.34;1.07;0.58;16.65;19.57;0.54;0.36;1.2;0.82;5.63;2.73;3.27;1.94;13.39;9.38;1.23;7.11;2;1.42;4;2
V.orbiculata;SALA149295(3);0;0;0.51;0.48;0.6;0;15.82;20.79;2.01;1.06;2.1;0;3.94;2.05;3.1;1.51;7.12;11.41;1.68;10.09;1.23;1.26;7;1
V.orbiculata;SALA149295;60;13;44;42;76;36;1623;1939;113;89;155;55;506;241;363;169;1081;971;153;791;155;144;533;167
V.orbiculata;SALA149294(1);0;0;0.63;0;0.77;0;12.65;9.35;1.59;0;1.7;0;2.53;0.78;1.75;0.62;3.29;0.7;2.01;0;1.28;0;5;0
V.orbiculata;SALA149294(2);0;;0.62;;0.71;;14.27;;0.8;;0.87;;3.76;;2.74;;6.61;;1.1;;1.29;;6;
V.orbiculata;SALA149294(3);0;0;0.55;0;0.77;0;14.34;10.97;2.42;0;2.95;0;3.34;0.93;1.37;0.72;5.53;4.4;2.03;0;0.92;0;6;0
V.orbiculata;SALA149294;0;0;60;0;75;0;1375;1016;160;0;184;0;321;86;195;67;514;255;171;0;116;0;567;0
V.orbiculata;SALA149336(1);1.08;0;0.81;0.57;0.62;0.62;11.34;17.53;1.2;0.87;0.72;0.72;2.84;2.19;2.35;1.41;6.11;9.22;1.6;8.68;1.46;1.41;4;2
V.orbiculata;SALA149336(2);0;0;0.28;0;0.81;0;12.32;8.66;0.34;0;1.04;0;1.97;0.7;1.47;0.67;4.02;2.02;3.23;0;1;0;4;0
V.orbiculata;SALA149336(3);0;0;0.91;0;0.67;0;11.17;8.17;2.9;0;2.78;0;3.89;0.84;1.45;0.74;4.01;3.24;3.79;0;1.1;0;4;0
V.orbiculata;SALA149336;54;0;55;29;72;31;1183;1310;77;44;88;36;241;145;191;104;507;562;242;434;123;71;400;100
V.orbiculata;SALA149337(1);0;0;1.05;0.46;1.37;0.55;15.9;26.02;3.55;0.99;3.14;0.98;6.69;2.86;5.75;1.58;7.22;13.35;2.12;8.29;1.6;1.85;6;2
V.orbiculata;SALA149337(2);0;0;0.83;0;1.1;0;19.57;15.79;1.97;0;2.77;0;4.43;1.09;3.22;0.98;7.35;10.27;2.01;0;1.58;0;4;0
V.orbiculata;SALA149337(3);0;0;0.62;0;0.98;0;19.29;21.01;1.12;0;1.32;0;4.98;1.95;4.08;1.39;11.31;13.83;3.12;0;2.28;0;4;0
V.orbiculata;SALA149337;0;0;83;15;115;18;1825;2094;221;33;241;33;537;197;435;132;863;1248;242;276;182;62;467;67
V.orsiniana;SALA124588(1);0.52;0.56;0.86;0.43;1.45;0.51;17.75;13.82;0.95;0.74;1.44;0.27;12.55;5.48;9.59;3.93;4.7;7.26;1.77;1.71;3.26;2.63;7;3
V.orsiniana;SALA124588(2);0;0;0.78;0.83;1.49;0.88;14.24;12.84;1.12;0.67;1.16;0.6;8.42;5.9;7.03;5.45;6.45;6.55;2.04;2.02;2.71;2.8;7;4
V.orsiniana;SALA124588(3);0;0;1.19;0.64;1.3;0.22;17.16;8.19;1.82;0.44;1.27;0.32;11.78;4;8.21;3.57;2.89;5.01;2.11;0.98;3.99;1.67;7;2
V.orsiniana;SALA124588;17;19;94;63;141;54;1638;1162;130;62;129;40;1092;513;828;432;468;627;197;157;332;237;700;300
V.orsiniana;SALA93483(1);0;0;0.73;0.63;0.82;0.55;14.53;9.59;0.92;0.56;0.57;0.55;5.55;1.71;5.11;1.38;4.81;8.15;1.53;0.91;1.81;0.84;6;2
V.orsiniana;SALA93483(2);0;0;0.8;0.35;0.67;0.49;13.54;8.6;0.53;0.44;0.64;0.26;4.98;1.34;4.54;1.1;5.48;7.43;1.17;0.88;1.8;0.76;9;2
V.orsiniana;SALA93483(3);0;0;0.42;0.27;0.42;0.28;14.72;8.97;0.52;0.41;0.61;0.61;5.65;2.11;4.5;1.34;10.9;6.15;1.61;1.37;1.64;1.51;10;4
V.orsiniana;SALA93483;0;0;65;42;64;44;1426;905;66;47;61;47;539;172;472;127;706;724;144;105;175;104;833;263
V.orsiniana;SALA110624(1);0;0;0.84;0.6;0.64;0.62;15.62;12.26;0.97;0.6;0.92;0.6;6.47;3.67;5.88;2.97;6.57;7.72;1.54;1.29;1.44;1.13;7;3
V.orsiniana;SALA110624(2);0;;0.82;;0.72;;14.5;;1.47;;2.08;;7.92;;7.28;;3.68;;2;;2.68;;7;
V.orsiniana;SALA110624(3);0;0;0.78;0.52;0.82;0.5;13.65;10.24;0.86;0.4;1.36;0.56;6.39;3.09;5.3;1.43;4.35;4.94;1.77;1.14;1.9;0.86;8;4
V.orsiniana;SALA110624;0;0;81;56;73;56;1459;1125;110;50;145;58;693;338;615;220;487;633;177;122;201;100;733;350
